title,price,manufacturer,category,fuel_type,fiscal_horsepower,transmission,mileage,year,insertion_date,age,price_per_km,price_per_horsepower
Volkswagen Golf 8 6,95000.0,Volkswagen,Compact,Petrol,6.0,Manual,38000.0,2021,2024-02-26,3,2.5,15833.333333333334
Isuzu D-Max Double Cabine,128000.0,Isuzu,Pickup,Diesel,8.0,Manual,119000.0,2017,2024-02-26,7,1.0756302521008403,16000.0
Skoda Octavia,52000.0,Skoda,Sedan,Petrol,7.0,Automatic,157000.0,2016,2024-02-26,8,0.33121019108280253,7428.571428571428
BMW Série 3,80000.0,BMW,Sedan,Petrol,7.0,Automatic,167000.0,2016,2024-02-26,8,0.47904191616766467,11428.57142857143
Seat Leon 1.2,51500.0,Seat,Coupe,Petrol,6.0,Manual,111000.0,2018,2024-02-16,6,0.46396396396396394,8583.333333333334
Land Rover Range Rover Sport HSE DYNAMIC,748000.0,Land Rover,SUV,Hybrid Petrol,28.0,Automatic,101000.0,2024,2024-02-26,0,7.405940594059406,26714.285714285714
Mercedes-Benz Classe A Kit AMG,78000.0,Mercedes,City,Petrol,6.0,Automatic,72000.0,2013,2024-02-26,11,1.0833333333333333,13000.0
Porsche Cayenne V6,78000.0,Porsche,SUV,Petrol,21.0,Automatic,160000.0,2007,2024-02-16,17,0.4875,3714.285714285714
Volkswagen Golf 8,125000.0,Volkswagen,City,Hybrid Petrol,8.0,Automatic,28000.0,2020,2024-02-26,4,4.464285714285714,15625.0
Seat Leon,49000.0,Seat,City,Petrol,6.0,Manual,187000.0,2016,2024-02-26,8,0.2620320855614973,8166.666666666667
Volkswagen Passat,68000.0,Volkswagen,Sedan,Petrol,7.0,Manual,155000.0,2019,2024-02-26,5,0.43870967741935485,9714.285714285714
Audi Q2,82000.0,Audi,SUV,Petrol,6.0,Automatic,76000.0,2018,2024-02-26,6,1.0789473684210527,13666.666666666666
Land Rover Range Rover Evoque,155000.0,Land Rover,SUV,Petrol,15.0,Automatic,104000.0,2016,2024-02-26,8,1.4903846153846154,10333.333333333334
KIA Picanto,33000.0,KIA,City,Petrol,5.0,Automatic,159000.0,2014,2024-02-26,10,0.20754716981132076,6600.0
BMW Série 7,100000.0,BMW,City,Petrol,30.0,Automatic,140000.0,201,2024-02-26,1823,0.7142857142857143,3333.3333333333335
Land Rover Range Rover Sport HSE    TU 239,238000.0,Land Rover,SUV,Petrol,24.0,Automatic,90000.0,2014,2024-02-26,10,2.6444444444444444,9916.666666666666
BMW Série 4 Gran Coupé 418i KIT M GRAN COUPÉ,152000.0,BMW,Sedan,Petrol,7.0,Automatic,90000.0,2019,2024-02-26,5,1.6888888888888889,21714.285714285714
Mahindra KUV 100,40900.0,Mahindra,SUV,Petrol,5.0,Manual,1000.0,2023,2024-02-26,1,40.9,8180.0
Ford Ecosport très propre,63000.0,Ford,SUV,Petrol,7.0,Automatic,87000.0,2019,2024-02-26,5,0.7241379310344828,9000.0
Mercedes-Benz Classe C,118000.0,Mercedes,Sedan,Petrol,8.0,Automatic,133000.0,2016,2024-02-26,8,0.8872180451127819,14750.0
Mercedes-Benz GLC,210000.0,Mercedes,SUV,Petrol,12.0,Automatic,83000.0,2016,2024-02-26,8,2.5301204819277108,17500.0
Alfa Romeo Giulietta,75000.0,Alfa Romeo,Compact,Petrol,7.0,Manual,30000.0,2019,2024-02-26,5,2.5,10714.285714285714
Porsche Cayenne Coupé,435000.0,Porsche,SUV,Petrol,25.0,Automatic,56000.0,2019,2024-02-26,5,7.767857142857143,17400.0
BMW Série 5,168000.0,BMW,Sedan,Petrol,10.0,Automatic,59000.0,2017,2024-02-26,7,2.847457627118644,16800.0
KIA Sportage,98000.0,KIA,SUV,Petrol,8.0,Automatic,98000.0,2019,2024-02-26,5,1.0,12250.0
Volkswagen Tiguan Connect,105000.0,Volkswagen,SUV,Petrol,9.0,Manual,121000.0,2019,2024-02-16,5,0.8677685950413223,11666.666666666666
BMW Série 2 Active Tourer,75000.0,BMW,Other,Petrol,7.0,Automatic,114000.0,2016,2024-02-26,8,0.6578947368421053,10714.285714285714
Mercedes-Benz Classe C kit AMG,185000.0,Mercedes,Sedan,Hybrid Petrol,11.0,Automatic,36000.0,2018,2024-02-26,6,5.138888888888889,16818.18181818182
Opel Antara,52000.0,Opel,SUV,Petrol,10.0,Manual,86000.0,201,2024-02-26,1823,0.6046511627906976,5200.0
Mazda 3,79000.0,Mazda,Coupe,Petrol,6.0,Automatic,64000.0,2020,2024-02-26,4,1.234375,13166.666666666666
Land Rover Range Rover Evoque,170000.0,Land Rover,SUV,Diesel,8.0,Automatic,34000.0,2018,2024-02-26,6,5.0,21250.0
Hyundai Grand i10 High Grade,49500.0,Hyundai,City,Petrol,5.0,Manual,13400.0,2021,2024-02-26,3,3.6940298507462686,9900.0
Hyundai Accent,30000.0,Hyundai,Sedan,Petrol,6.0,Manual,229000.0,2012,2024-02-26,12,0.13100436681222707,5000.0
Volkswagen Golf 7 R-line,78000.0,Volkswagen,Utility,Petrol,5.0,Automatic,130000.0,2017,2024-02-26,7,0.6,15600.0
Volkswagen Polo 7 Plus,29500.0,Volkswagen,City,Petrol,4.0,Manual,207000.0,2014,2024-02-26,10,0.14251207729468598,7375.0
Honda City,46000.0,Honda,Sedan,Petrol,7.0,Automatic,110000.0,2017,2024-02-26,7,0.41818181818181815,6571.428571428572
Porsche Cayenne,155000.0,Porsche,SUV,Diesel,15.0,Automatic,120000.0,2012,2024-02-26,12,1.2916666666666667,10333.333333333334
Ford Kuga Titanium,80000.0,Ford,SUV,Petrol,8.0,Manual,97000.0,2019,2024-02-16,5,0.8247422680412371,10000.0
Haval H6 Luxury 1.5T,117000.0,Haval,SUV,Petrol,8.0,Automatic,17000.0,2022,2024-02-26,2,6.882352941176471,14625.0
Mercedes-Benz CLA,155000.0,Mercedes,Other,Diesel,6.0,Automatic,60000.0,2020,2024-02-26,4,2.5833333333333335,25833.333333333332
Volkswagen Golf 8 Style,128000.0,Volkswagen,Sedan,Hybrid Petrol,8.0,Automatic,75000.0,2021,2024-02-15,3,1.7066666666666668,16000.0
BMW Série 5,178000.0,BMW,Sedan,Petrol,10.0,Automatic,75000.0,2020,2024-02-26,4,2.3733333333333335,17800.0
Peugeot Boxer,19800.0,Peugeot,Utility,Diesel,7.0,Manual,200100.0,2007,2024-02-26,17,0.09895052473763119,2828.5714285714284
Jaguar E-Pace R-DYNAMIC S,290000.0,Jaguar,SUV,Petrol,12.0,Automatic,37000.0,2021,2024-02-26,3,7.837837837837838,24166.666666666668
Mahindra KUV 100,32000.0,Mahindra,SUV,Petrol,5.0,Manual,54000.0,2019,2024-02-26,5,0.5925925925925926,6400.0
Mercedes-Benz Classe C AMG,107000.0,Mercedes,Sedan,Petrol,8.0,Automatic,157000.0,2014,2024-02-26,10,0.6815286624203821,13375.0
KIA Rio 5p GX,59500.0,KIA,Compact,Petrol,5.0,Manual,12000.0,2022,2024-02-26,2,4.958333333333333,11900.0
KIA Sportage Comfort BVA,83000.0,KIA,SUV,Petrol,8.0,Automatic,130000.0,2018,2024-02-26,6,0.6384615384615384,10375.0
Mercedes-Benz Classe S,129000.0,Mercedes,Sedan,Petrol,30.0,Automatic,99000.0,2009,2024-02-26,15,1.303030303030303,4300.0
Mini Countryman,59000.0,Mini,City,Petrol,6.0,Manual,120000.0,2015,2024-02-26,9,0.49166666666666664,9833.333333333334
Alfa Romeo Mito,28500.0,Alfa Romeo,City,Diesel,5.0,Manual,213000.0,201,2024-02-26,1823,0.13380281690140844,5700.0
Porsche Cayenne,78000.0,Porsche,SUV,Petrol,21.0,Automatic,224000.0,2008,2024-02-26,16,0.3482142857142857,3714.285714285714
Mahindra KUV 100 K8,34800.0,Mahindra,Coupe,Petrol,5.0,Manual,21000.0,2020,2024-02-26,4,1.6571428571428573,6960.0
KIA Picanto,42000.0,KIA,City,Petrol,5.0,Manual,91000.0,2021,2024-02-26,3,0.46153846153846156,8400.0
Mercedes-Benz Classe E business,142000.0,Mercedes,Sedan,Petrol,9.0,Automatic,130000.0,2018,2024-02-26,6,1.0923076923076922,15777.777777777777
Nissan Juke,42500.0,Nissan,SUV,Petrol,6.0,Manual,105000.0,2012,2024-02-26,12,0.40476190476190477,7083.333333333333
Ssangyong Rexton,38000.0,Ssangyong,SUV,Diesel,11.0,Manual,210000.0,2009,2024-02-26,15,0.18095238095238095,3454.5454545454545
Ford Ecosport,62900.0,Ford,SUV,Petrol,7.0,Automatic,92000.0,2019,2024-02-26,5,0.683695652173913,8985.714285714286
Peugeot 508,34900.0,Peugeot,Sedan,Diesel,6.0,Automatic,234000.0,2011,2024-02-26,13,0.14914529914529914,5816.666666666667
Land Rover Discovery LR3 HSE,69000.0,Land Rover,SUV,Petrol,23.0,Automatic,185000.0,2007,2024-02-26,17,0.372972972972973,3000.0
Hyundai Veloster,44900.0,Hyundai,City,Petrol,8.0,Automatic,140000.0,2016,2024-02-26,8,0.32071428571428573,5612.5
KIA Sportage,79900.0,KIA,City,Petrol,8.0,Automatic,117000.0,2018,2024-02-26,6,0.6829059829059829,9987.5
BMW X3,75000.0,BMW,SUV,Petrol,11.0,Automatic,215000.0,2014,2024-02-26,10,0.3488372093023256,6818.181818181818
Fiat Fiorino utilitaire,36000.0,Fiat,Utility,Diesel,5.0,Manual,101000.0,2021,2024-02-26,3,0.3564356435643564,7200.0
Volkswagen Amarok,55000.0,Volkswagen,Pickup,Diesel,7.0,Manual,264000.0,2012,2024-02-26,12,0.20833333333333334,7857.142857142857
Volkswagen Golf 7 smart line,67000.0,Smart,Coupe,Petrol,6.0,Automatic,95000.0,2018,2024-02-26,6,0.7052631578947368,11166.666666666666
Volkswagen Golf 8 1er Édition,123000.0,Volkswagen,Compact,Petrol,8.0,Manual,70000.0,2020,2024-02-26,4,1.7571428571428571,15375.0
Skoda Octavia comfort line,67000.0,Skoda,City,Petrol,8.0,Automatic,103000.0,2018,2024-02-26,6,0.6504854368932039,8375.0
Ford Kuga,120000.0,Ford,City,Petrol,11.0,Automatic,30000.0,2022,2024-02-26,2,4.0,10909.09090909091
Mercedes-Benz Classe C KIT AMG,66000.0,Mercedes,Sedan,Petrol,9.0,Automatic,226000.0,2011,2024-02-26,13,0.2920353982300885,7333.333333333333
Isuzu NKR 66 Simple Cabine,52000.0,Isuzu,Other,Diesel,17.0,Manual,298000.0,2004,2024-02-26,20,0.174496644295302,3058.823529411765
KIA Sorento BVA,67000.0,KIA,SUV,Diesel,12.0,Automatic,230000.0,2013,2024-02-26,11,0.29130434782608694,5583.333333333333
Volkswagen Passat,35000.0,Volkswagen,Sedan,Diesel,6.0,Manual,437000.0,2008,2024-02-26,16,0.08009153318077804,5833.333333333333
Suzuki Dzire comfort,38500.0,Suzuki,Sedan,Petrol,5.0,Manual,104000.0,2021,2024-02-26,3,0.3701923076923077,7700.0
Citroën DS 7 Performance Line,119000.0,Citroën,SUV,Petrol,10.0,Automatic,117000.0,2019,2024-02-26,5,1.017094017094017,11900.0
Volkswagen Golf 7,67500.0,Volkswagen,Compact,Petrol,5.0,Manual,76000.0,2016,2024-02-26,8,0.8881578947368421,13500.0
Haval H6,85000.0,Haval,City,Petrol,9.0,Automatic,55000.0,2019,2024-02-26,5,1.5454545454545454,9444.444444444445
Mercedes-Benz CLS DESIGNO,63500.0,Mercedes,Sedan,Petrol,15.0,Automatic,160000.0,2009,2024-02-26,15,0.396875,4233.333333333333
Mercedes-Benz Classe C,82000.0,Mercedes,City,Petrol,19.0,Automatic,213000.0,2012,2024-02-26,12,0.38497652582159625,4315.789473684211
KIA Sportage,93000.0,KIA,SUV,Petrol,8.0,Automatic,80000.0,2020,2024-02-26,4,1.1625,11625.0
Chery Tiggo 8,92000.0,Chery,City,Petrol,9.0,Automatic,74000.0,2021,2024-02-26,3,1.2432432432432432,10222.222222222223
Peugeot 308,47000.0,Peugeot,City,Petrol,5.0,Manual,158000.0,2019,2024-02-26,5,0.2974683544303797,9400.0
Seat Leon Style,57000.0,Seat,City,Petrol,5.0,Manual,98000.0,2018,2024-02-26,6,0.5816326530612245,11400.0
Ford Transit,38000.0,Ford,Utility,Diesel,6.0,Manual,256000.0,2017,2024-02-26,7,0.1484375,6333.333333333333
BMW Série 5,77000.0,BMW,Sedan,Petrol,10.0,Automatic,197000.0,2012,2024-02-26,12,0.39086294416243655,7700.0
BMW Série 4 Gran Coupé,115000.0,BMW,Sedan,Petrol,7.0,Automatic,51000.0,2019,2024-02-26,5,2.2549019607843137,16428.571428571428
Dongfeng S50,67660.0,Dongfeng,Sedan,Petrol,7.0,Automatic,65000.0,2021,2024-02-26,3,1.0409230769230768,9665.714285714286
Hyundai Grand i10,53000.0,Hyundai,City,Petrol,5.0,Automatic,54000.0,2021,2024-02-26,3,0.9814814814814815,10600.0
Renault Clio Boite Auto,50500.0,Renault,City,Petrol,6.0,Automatic,98000.0,2019,2024-02-26,5,0.5153061224489796,8416.666666666666
Ford Kuga,68000.0,Ford,City,Petrol,11.0,Automatic,188000.0,2017,2024-02-26,7,0.3617021276595745,6181.818181818182
Citroën C4 Cactus,36500.0,Citroën,City,Petrol,5.0,Manual,169000.0,2015,2024-02-26,9,0.21597633136094674,7300.0
ZXAUTO Grand Tiger Double Cabine Premiere main,43500.0,Other,SUV,Diesel,9.0,Manual,240000.0,2019,2024-02-26,5,0.18125,4833.333333333333
Toyota RAV 4 Premiere main,98000.0,Toyota,SUV,Petrol,9.0,Automatic,128000.0,2019,2024-02-26,5,0.765625,10888.888888888889
Peugeot 3008 Gtline,79000.0,Peugeot,SUV,Petrol,6.0,Automatic,148000.0,2019,2024-02-26,5,0.5337837837837838,13166.666666666666
Mercedes-Benz Classe C 180 Pack AMG,208000.0,Mercedes,Sedan,Hybrid Petrol,9.0,Automatic,40000.0,2022,2024-02-26,2,5.2,23111.11111111111
Mercedes-Benz GLA Pack AMG,185000.0,Mercedes,SUV,Petrol,8.0,Automatic,25000.0,2021,2024-02-26,3,7.4,23125.0
Haval Jolion,87000.0,Haval,SUV,Petrol,9.0,Automatic,40000.0,2022,2024-02-26,2,2.175,9666.666666666666
Chery Tiggo 2,43500.0,Chery,SUV,Petrol,6.0,Manual,60000.0,2020,2024-02-26,4,0.725,7250.0
Mercedes-Benz CLA Pack AMG,169000.0,Mercedes,City,Petrol,7.0,Automatic,20000.0,2020,2024-02-26,4,8.45,24142.85714285714
Mercedes-Benz CLA AMG,169000.0,Mercedes,Sedan,Petrol,8.0,Automatic,89000.0,2021,2024-02-26,3,1.898876404494382,21125.0
BMW Série 3 318i,88000.0,BMW,Sedan,Petrol,7.0,Automatic,117000.0,2017,2024-02-26,7,0.7521367521367521,12571.42857142857
Peugeot Partner,48000.0,Peugeot,Utility,Diesel,5.0,Manual,99000.0,2020,2024-02-26,4,0.48484848484848486,9600.0
Great Wall Poer,97000.0,Great Wall,Pickup,Diesel,11.0,Manual,9000.0,2022,2024-02-26,2,10.777777777777779,8818.181818181818
Volkswagen Golf 7 R_line,80000.0,Volkswagen,City,Petrol,6.0,Manual,130000.0,2018,2024-02-26,6,0.6153846153846154,13333.333333333334
Volkswagen Polo,31500.0,Volkswagen,City,Petrol,5.0,Manual,215000.0,2011,2024-02-26,13,0.14651162790697675,6300.0
BMW Série 5,118000.0,BMW,Sedan,Petrol,9.0,Automatic,120000.0,2016,2024-02-26,8,0.9833333333333333,13111.111111111111
Ssangyong Actyon Sports 4*4,40000.0,Ssangyong,SUV,Diesel,7.0,Automatic,200000.0,2017,2024-02-26,7,0.2,5714.285714285715
Audi A5 Cabriolet,87000.0,Audi,Convertible,Petrol,11.0,Automatic,130000.0,2014,2024-02-26,10,0.6692307692307692,7909.090909090909
Mercedes-Benz GLC Coupé kit AMG,280000.0,Mercedes,SUV,Hybrid Petrol,10.0,Automatic,65000.0,2020,2024-02-26,4,4.3076923076923075,28000.0
Seat Ibiza FR 1.6,68000.0,Seat,City,Petrol,6.0,Automatic,100000.0,2020,2024-02-26,4,0.68,11333.333333333334
BMW Série 1,47000.0,BMW,City,Petrol,7.0,Manual,226000.0,2012,2024-02-26,12,0.2079646017699115,6714.285714285715
Toyota Prado,62000.0,Toyota,SUV,Diesel,12.0,Manual,370000.0,2002,2024-02-26,22,0.16756756756756758,5166.666666666667
Mazda 6,51000.0,Mazda,Sedan,Petrol,9.0,Automatic,125000.0,2014,2024-02-26,10,0.408,5666.666666666667
KIA Sorento,88000.0,KIA,City,Diesel,12.0,Automatic,129000.0,2015,2024-02-26,9,0.6821705426356589,7333.333333333333
Volkswagen Golf 7 Rline 1.4,105000.0,Volkswagen,Compact,Petrol,7.0,Manual,90000.0,2019,2024-02-26,5,1.1666666666666667,15000.0
Volkswagen Tiguan,52000.0,Volkswagen,SUV,Petrol,12.0,Automatic,175000.0,2013,2024-02-26,11,0.29714285714285715,4333.333333333333
